State,Count,year,month,incidence
Prevalence,0.189241714,0.013789954,Jan,189.2417138
Prevalence,0.192270011,0.013881279,Jan,192.2700108
Prevalence,0.195321548,0.013972603,Jan,195.3215483
Prevalence,0.198396243,0.014063927,Jan,198.3962426
Prevalence,0.201494009,0.014155251,Jan,201.4940094
Prevalence,0.204614763,0.014246575,Jan,204.6147634
Prevalence,0.207758418,0.0143379,Jan,207.7584184
Prevalence,0.210924888,0.014429224,Jan,210.9248876
Prevalence,0.214114084,0.014520548,Jan,214.1140836
Prevalence,0.217325918,0.014611872,Jan,217.3259179
Prevalence,0.220560302,0.014703196,Jan,220.5603018
Prevalence,0.223817146,0.014794521,Jan,223.8171456
Prevalence,0.227096359,0.014885845,Jan,227.0963593
Prevalence,0.230397852,0.014977169,Jan,230.3978522
Prevalence,0.233721533,0.015068493,Jan,233.7215329
Prevalence,0.23706731,0.015159817,Jan,237.0673099
Prevalence,0.240435091,0.015251142,Jan,240.4350909
Prevalence,0.243824783,0.015342466,Jan,243.8247834
Prevalence,0.247236294,0.01543379,Jan,247.2362943
Prevalence,0.25066953,0.015525114,Jan,250.6695303
Prevalence,0.254124398,0.015616438,Jan,254.1243977
Prevalence,0.257600803,0.015707763,Jan,257.6008025
Prevalence,0.26109865,0.015799087,Jan,261.0986504
Prevalence,0.264617847,0.015890411,Jan,264.6178469
Prevalence,0.268158297,0.015981735,Jan,268.1582972
Prevalence,0.271719907,0.016073059,Jan,271.7199066
Prevalence,0.27530258,0.016164384,Jan,275.3025798
Prevalence,0.278906222,0.016255708,Jan,278.9062218
Prevalence,0.282530737,0.016347032,Jan,282.5307373
Prevalence,0.286176031,0.016438356,Jan,286.1760309
Prevalence,0.289842007,0.01652968,Jan,289.8420074
Prevalence,0.293528571,0.016621005,Jan,293.5285713
Prevalence,0.297235627,0.016712329,Jan,297.2356274
Prevalence,0.30096308,0.016803653,Jan,300.9630804
Prevalence,0.304710835,0.016894977,Jan,304.7108351
Prevalence,0.308478797,0.016986301,Jan,308.4787965
Prevalence,0.31226687,0.017077626,Jan,312.2668697
Prevalence,0.31607496,0.01716895,Jan,316.0749599
Prevalence,0.319902973,0.017260274,Jan,319.9029725
Prevalence,0.323750813,0.017351598,Jan,323.7508134
Prevalence,0.327618388,0.017442922,Jan,327.6183883
Prevalence,0.331505604,0.017534247,Jan,331.5056036
Prevalence,0.335412366,0.017625571,Jan,335.4123658
Prevalence,0.339338582,0.017716895,Jan,339.3385817
Prevalence,0.343284159,0.017808219,Jan,343.2841587
Prevalence,0.347249004,0.017899543,Jan,347.2490043
Prevalence,0.351233027,0.017990868,Jan,351.2330265
Prevalence,0.355236134,0.018082192,Jan,355.236134
Prevalence,0.359258236,0.018173516,Jan,359.2582356
Prevalence,0.363299241,0.01826484,Jan,363.2992408
Prevalence,0.36735906,0.018356164,Jan,367.3590595
Prevalence,0.371437602,0.018447489,Jan,371.4376024
Prevalence,0.375534781,0.018538813,Jan,375.5347805
Prevalence,0.379650506,0.018630137,Jan,379.6505055
Prevalence,0.38378469,0.018721461,Jan,383.7846898
Prevalence,0.387937246,0.018812785,Jan,387.9372462
Prevalence,0.392108088,0.01890411,Jan,392.1080885
Prevalence,0.396297131,0.018995434,Jan,396.2971309
Prevalence,0.400504289,0.019086758,Jan,400.5042885
Prevalence,0.404729477,0.019178082,Jan,404.7294771
Prevalence,0.408972613,0.019269406,Jan,408.9726133
Prevalence,0.413233614,0.019360731,Jan,413.2336145
Prevalence,0.417512399,0.019452055,Jan,417.5123987
Prevalence,0.421808885,0.019543379,Jan,421.808885
Prevalence,0.426122993,0.019634703,Jan,426.1229932
Prevalence,0.430454644,0.019726027,Jan,430.4546441
Prevalence,0.434803759,0.019817352,Jan,434.8037594
Prevalence,0.439170262,0.019908676,Jan,439.1702616
Prevalence,0.443554074,0.02,Jan,443.5540742
Prevalence,0.447955122,0.020091324,Jan,447.9551217
Prevalence,0.45237333,0.020182648,Jan,452.3733296
Prevalence,0.456808624,0.020273973,Jan,456.8086245
Prevalence,0.461260934,0.020365297,Jan,461.2609338
Prevalence,0.465730186,0.020456621,Jan,465.7301861
Prevalence,0.470216311,0.020547945,Jan,470.2163111
Prevalence,0.47471924,0.020639269,Jan,474.7192396
Prevalence,0.479238903,0.020730594,Jan,479.2389035
Prevalence,0.483775236,0.020821918,Jan,483.7752356
Prevalence,0.48832817,0.020913242,Jan,488.3281704
Prevalence,0.492897643,0.021004566,Jan,492.897643
Prevalence,0.49748359,0.02109589,Jan,497.48359
Prevalence,0.502085949,0.021187215,Jan,502.0859493
Prevalence,0.50670466,0.021278539,Jan,506.7046597
Prevalence,0.511339662,0.021369863,Jan,511.3396616
Prevalence,0.515990896,0.021461187,Jan,515.9908965
Prevalence,0.520658307,0.021552511,Jan,520.6583072
Prevalence,0.525341838,0.021643836,Jan,525.3418378
Prevalence,0.530041434,0.02173516,Jan,530.0414338
Prevalence,0.534757042,0.021826484,Jan,534.757042
Prevalence,0.539488611,0.021917808,Jan,539.4886105
Prevalence,0.544236089,0.022009132,Jan,544.2360889
Prevalence,0.548999428,0.022100457,Jan,548.9994282
Prevalence,0.553778581,0.022191781,Jan,553.7785807
Prevalence,0.5585735,0.022283105,Jan,558.5735002
Prevalence,0.563384142,0.022374429,Jan,563.3841418
Prevalence,0.568210462,0.022465753,Jan,568.2104625
Prevalence,0.57305242,0.022557078,Jan,573.0524202
Prevalence,0.577909975,0.022648402,Jan,577.9099747
Prevalence,0.582783087,0.022739726,Jan,582.7830872
Prevalence,0.58767172,0.02283105,Jan,587.6717204
Prevalence,0.592575838,0.022922374,Jan,592.5758385
Prevalence,0.597495407,0.023013699,Jan,597.4954074
Prevalence,0.602430394,0.023105023,Jan,602.4303945
Prevalence,0.607380769,0.023196347,Jan,607.3807687
Prevalence,0.612346501,0.023287671,Jan,612.3465007
Prevalence,0.617327563,0.023378995,Jan,617.3275626
Prevalence,0.622323928,0.02347032,Jan,622.3239282
Prevalence,0.627335573,0.023561644,Jan,627.3355731
Prevalence,0.632362474,0.023652968,Jan,632.3624743
Prevalence,0.637404611,0.023744292,Jan,637.4046106
Prevalence,0.642461963,0.023835616,Jan,642.4619626
Prevalence,0.647534512,0.023926941,Jan,647.5345124
Prevalence,0.652622244,0.024018265,Jan,652.6222439
Prevalence,0.657725143,0.024109589,Jan,657.7251427
Prevalence,0.662843196,0.024200913,Jan,662.8431962
Prevalence,0.667976393,0.024292237,Jan,667.9763934
Prevalence,0.673124725,0.024383562,Jan,673.1247251
Prevalence,0.678288184,0.024474886,Jan,678.2881841
Prevalence,0.683466765,0.02456621,Jan,683.4667647
Prevalence,0.688660463,0.024657534,Jan,688.660463
Prevalence,0.693869277,0.024748858,Jan,693.8692771
Prevalence,0.699093207,0.024840183,Jan,699.0932067
Prevalence,0.704332254,0.024931507,Jan,704.3322536
Prevalence,0.709586421,0.025022831,Jan,709.5864211
Prevalence,0.714855715,0.025114155,Jan,714.8557145
Prevalence,0.720140141,0.025205479,Jan,720.140141
Prevalence,0.72543971,0.025296804,Jan,725.4397097
Prevalence,0.730754431,0.025388128,Jan,730.7544313
Prevalence,0.736084319,0.025479452,Jan,736.0843188
Prevalence,0.741429387,0.025570776,Jan,741.4293866
Prevalence,0.746789651,0.0256621,Jan,746.7896515
Prevalence,0.752165132,0.025753425,Jan,752.1651317
Prevalence,0.757555848,0.025844749,Jan,757.5558479
Prevalence,0.762961822,0.025936073,Jan,762.9618221
Prevalence,0.768383079,0.026027397,Jan,768.3830787
Prevalence,0.773819644,0.026118721,Jan,773.8196438
Prevalence,0.779271546,0.026210046,Jan,779.2715456
Prevalence,0.784738814,0.02630137,Jan,784.7388141
Prevalence,0.790221481,0.026392694,Jan,790.2214813
Prevalence,0.795719581,0.026484018,Jan,795.7195813
Prevalence,0.80123315,0.026575342,Jan,801.23315
Prevalence,0.806762225,0.026666667,Jan,806.7622253
Prevalence,0.812306847,0.026757991,Jan,812.3068472
Prevalence,0.817867058,0.026849315,Jan,817.8670575
Prevalence,0.8234429,0.026940639,Jan,823.4429003
Prevalence,0.829034421,0.027031963,Jan,829.0344213
Prevalence,0.834641669,0.027123288,Jan,834.6416686
Prevalence,0.840264692,0.027214612,Jan,840.2646921
Prevalence,0.845903544,0.027305936,Jan,845.9035436
Prevalence,0.851558277,0.02739726,Jan,851.5582773
Prevalence,0.857228949,0.027488584,Jan,857.2289489
Prevalence,0.862915617,0.027579909,Jan,862.9156167
Prevalence,0.86861834,0.027671233,Jan,868.6183405
Prevalence,0.874337183,0.027762557,Jan,874.3371825
Prevalence,0.880072207,0.027853881,Jan,880.0722068
Prevalence,0.88582348,0.027945205,Jan,885.8234796
Prevalence,0.891591069,0.02803653,Jan,891.5910691
Prevalence,0.897375045,0.028127854,Jan,897.3750454
Prevalence,0.903175481,0.028219178,Jan,903.175481
Prevalence,0.90899245,0.028310502,Jan,908.9924501
Prevalence,0.914826029,0.028401826,Jan,914.8260291
Prevalence,0.920676297,0.028493151,Jan,920.6762966
Prevalence,0.926543333,0.028584475,Jan,926.5433329
Prevalence,0.932427221,0.028675799,Jan,932.4272207
Prevalence,0.938328045,0.028767123,Jan,938.3280445
Prevalence,0.944245891,0.028858447,Jan,944.2458911
Prevalence,0.950180849,0.028949772,Jan,950.1808493
Prevalence,0.95613301,0.029041096,Jan,956.1330097
Prevalence,0.962102465,0.02913242,Jan,962.1024652
Prevalence,0.968089311,0.029223744,Jan,968.0893108
Prevalence,0.974093643,0.029315068,Jan,974.0936434
Prevalence,0.980115562,0.029406393,Jan,980.1155621
Prevalence,0.986155168,0.029497717,Jan,986.1551679
Prevalence,0.992212564,0.029589041,Jan,992.212564
Prevalence,0.998287856,0.029680365,Jan,998.2878556
Prevalence,1.00438115,0.029771689,Jan,1004.38115
Prevalence,1.010492556,0.029863014,Jan,1010.492556
Prevalence,1.016622186,0.029954338,Jan,1016.622186
Prevalence,1.022770153,0.030045662,Jan,1022.770153
Prevalence,1.028936572,0.030136986,Jan,1028.936572
Prevalence,1.03512156,0.030228311,Jan,1035.12156
Prevalence,1.041325238,0.030319635,Jan,1041.325238
Prevalence,1.047547727,0.030410959,Jan,1047.547727
Prevalence,1.05378915,0.030502283,Jan,1053.78915
Prevalence,1.060049633,0.030593607,Jan,1060.049633
Prevalence,1.066329304,0.030684932,Jan,1066.329304
Prevalence,1.072628293,0.030776256,Jan,1072.628293
Prevalence,1.07894673,0.03086758,Jan,1078.94673
Prevalence,1.085284751,0.030958904,Jan,1085.284751
Prevalence,1.09164249,0.031050228,Jan,1091.64249
Prevalence,1.098020086,0.031141553,Jan,1098.020086
Prevalence,1.104417677,0.031232877,Jan,1104.417677
Prevalence,1.110835407,0.031324201,Jan,1110.835407
Prevalence,1.117273418,0.031415525,Jan,1117.273418
Prevalence,1.123731856,0.031506849,Jan,1123.731856
Prevalence,1.130210869,0.031598174,Jan,1130.210869
Prevalence,1.136710607,0.031689498,Jan,1136.710607
Prevalence,1.143231222,0.031780822,Jan,1143.231222
Prevalence,1.149772866,0.031872146,Jan,1149.772866
Prevalence,1.156335696,0.03196347,Jan,1156.335696
Prevalence,1.162919868,0.032054795,Jan,1162.919868
Prevalence,1.169525543,0.032146119,Jan,1169.525543
Prevalence,1.176152882,0.032237443,Jan,1176.152882
Prevalence,1.182802049,0.032328767,Jan,1182.802049
Prevalence,1.189473207,0.032420091,Jan,1189.473207
Prevalence,1.196166525,0.032511416,Jan,1196.166525
Prevalence,1.202882172,0.03260274,Jan,1202.882172
Prevalence,1.209620318,0.032694064,Jan,1209.620318
Prevalence,1.216381137,0.032785388,Jan,1216.381137
Prevalence,1.223164803,0.032876712,Jan,1223.164803
Prevalence,1.229971492,0.032968037,Jan,1229.971492
Prevalence,1.236801384,0.033059361,Jan,1236.801384
Prevalence,1.243654659,0.033150685,Jan,1243.654659
Prevalence,1.250531498,0.033242009,Jan,1250.531498
Prevalence,1.257432085,0.033333333,Jan,1257.432085
Prevalence,1.264356607,0.033424658,Jan,1264.356607
Prevalence,1.271305252,0.033515982,Jan,1271.305252
Prevalence,1.278278208,0.033607306,Jan,1278.278208
Prevalence,1.285275667,0.03369863,Jan,1285.275667
Prevalence,1.292297821,0.033789954,Jan,1292.297821
Prevalence,1.299344867,0.033881279,Jan,1299.344867
Prevalence,1.306416999,0.033972603,Jan,1306.416999
Prevalence,1.313514418,0.034063927,Jan,1313.514418
Prevalence,1.320637322,0.034155251,Jan,1320.637322
Prevalence,1.327785913,0.034246575,Jan,1327.785913
Prevalence,1.334960396,0.0343379,Jan,1334.960396
Prevalence,1.342160975,0.034429224,Jan,1342.160975
Prevalence,1.349387857,0.034520548,Jan,1349.387857
Prevalence,1.35664125,0.034611872,Jan,1356.64125
Prevalence,1.363921367,0.034703196,Jan,1363.921367
Prevalence,1.371228417,0.034794521,Jan,1371.228417
Prevalence,1.378562615,0.034885845,Jan,1378.562615
Prevalence,1.385924175,0.034977169,Jan,1385.924175
Prevalence,1.393313316,0.035068493,Jan,1393.313316
Prevalence,1.400730255,0.035159817,Jan,1400.730255
Prevalence,1.408175213,0.035251142,Jan,1408.175213
Prevalence,1.415648411,0.035342466,Jan,1415.648411
Prevalence,1.423150072,0.03543379,Jan,1423.150072
Prevalence,1.430680421,0.035525114,Jan,1430.680421
Prevalence,1.438239685,0.035616438,Jan,1438.239685
Prevalence,1.445828091,0.035707763,Jan,1445.828091
Prevalence,1.45344587,0.035799087,Jan,1453.44587
Prevalence,1.461093251,0.035890411,Jan,1461.093251
Prevalence,1.468770467,0.035981735,Jan,1468.770467
Prevalence,1.476477753,0.036073059,Jan,1476.477753
Prevalence,1.484215343,0.036164384,Jan,1484.215343
Prevalence,1.491983474,0.036255708,Jan,1491.983474
Prevalence,1.499782384,0.036347032,Jan,1499.782384
Prevalence,1.507612314,0.036438356,Jan,1507.612314
Prevalence,1.515473504,0.03652968,Jan,1515.473504
Prevalence,1.523366197,0.036621005,Jan,1523.366197
Prevalence,1.531290636,0.036712329,Jan,1531.290636
Prevalence,1.539247066,0.036803653,Jan,1539.247066
Prevalence,1.547235735,0.036894977,Jan,1547.235735
Prevalence,1.55525689,0.036986301,Jan,1555.25689
Prevalence,1.563310779,0.037077626,Jan,1563.310779
Prevalence,1.571397655,0.03716895,Jan,1571.397655
Prevalence,1.579517767,0.037260274,Jan,1579.517767
Prevalence,1.58767137,0.037351598,Jan,1587.67137
Prevalence,1.595858717,0.037442922,Jan,1595.858717
Prevalence,1.604080064,0.037534247,Jan,1604.080064
Prevalence,1.612335668,0.037625571,Jan,1612.335668
Prevalence,1.620625786,0.037716895,Jan,1620.625786
Prevalence,1.628950678,0.037808219,Jan,1628.950678
Prevalence,1.637310603,0.037899543,Jan,1637.310603
Prevalence,1.645705824,0.037990868,Jan,1645.705824
Prevalence,1.654136601,0.038082192,Jan,1654.136601
Prevalence,1.6626032,0.038173516,Jan,1662.6032
Prevalence,1.671105885,0.03826484,Jan,1671.105885
Prevalence,1.679644921,0.038356164,Jan,1679.644921
Prevalence,1.688220576,0.038447489,Jan,1688.220576
Prevalence,1.696833117,0.038538813,Jan,1696.833117
Prevalence,1.705482813,0.038630137,Jan,1705.482813
Prevalence,1.714169933,0.038721461,Jan,1714.169933
Prevalence,1.72289475,0.038812785,Jan,1722.89475
Prevalence,1.731657534,0.03890411,Jan,1731.657534
Prevalence,1.740458559,0.038995434,Jan,1740.458559
Prevalence,1.749298098,0.039086758,Jan,1749.298098
Prevalence,1.758176425,0.039178082,Jan,1758.176425
Prevalence,1.767093817,0.039269406,Jan,1767.093817
Prevalence,1.77605055,0.039360731,Jan,1776.05055
Prevalence,1.785046901,0.039452055,Jan,1785.046901
Prevalence,1.794083147,0.039543379,Jan,1794.083147
Prevalence,1.803159569,0.039634703,Jan,1803.159569
Prevalence,1.812276445,0.039726027,Jan,1812.276445
Prevalence,1.821434057,0.039817352,Jan,1821.434057
Prevalence,1.830632685,0.039908676,Jan,1830.632685
Prevalence,1.839872611,0.04,Jan,1839.872611
Prevalence,1.849154119,0.040091324,Jan,1849.154119
Prevalence,1.858477491,0.040182648,Jan,1858.477491
Prevalence,1.867843012,0.040273973,Jan,1867.843012
Prevalence,1.877250967,0.040365297,Jan,1877.250967
Prevalence,1.886701641,0.040456621,Jan,1886.701641
Prevalence,1.896195319,0.040547945,Jan,1896.195319
Prevalence,1.905732289,0.040639269,Jan,1905.732289
Prevalence,1.915312839,0.040730594,Jan,1915.312839
Prevalence,1.924937255,0.040821918,Jan,1924.937255
Prevalence,1.934605826,0.040913242,Jan,1934.605826
Prevalence,1.944318841,0.041004566,Jan,1944.318841
Prevalence,1.95407659,0.04109589,Jan,1954.07659
Prevalence,1.963879362,0.041187215,Jan,1963.879362
Prevalence,1.973727448,0.041278539,Jan,1973.727448
Prevalence,1.983621138,0.041369863,Jan,1983.621138
Prevalence,1.993560724,0.041461187,Jan,1993.560724
Prevalence,2.003546498,0.041552511,Jan,2003.546498
Prevalence,2.01357875,0.041643836,Jan,2013.57875
Prevalence,2.023657775,0.04173516,Jan,2023.657775
Prevalence,2.033783864,0.041826484,Jan,2033.783864
Prevalence,2.043957311,0.041917808,Jan,2043.957311
Prevalence,2.054178409,0.042009132,Jan,2054.178409
Prevalence,2.064447451,0.042100457,Jan,2064.447451
Prevalence,2.074764732,0.042191781,Jan,2074.764732
Prevalence,2.085130545,0.042283105,Jan,2085.130545
Prevalence,2.095545186,0.042374429,Jan,2095.545186
Prevalence,2.106008948,0.042465753,Jan,2106.008948
Prevalence,2.116522126,0.042557078,Jan,2116.522126
Prevalence,2.127085016,0.042648402,Jan,2127.085016
Prevalence,2.137697912,0.042739726,Jan,2137.697912
Prevalence,2.14836111,0.04283105,Jan,2148.36111
Prevalence,2.159074904,0.042922374,Jan,2159.074904
Prevalence,2.16983959,0.043013699,Jan,2169.83959
Prevalence,2.180655464,0.043105023,Jan,2180.655464
Prevalence,2.191522821,0.043196347,Jan,2191.522821
Prevalence,2.202441956,0.043287671,Jan,2202.441956
Prevalence,2.213413165,0.043378995,Jan,2213.413165
Prevalence,2.224436743,0.04347032,Jan,2224.436743
Prevalence,2.235512985,0.043561644,Jan,2235.512985
Prevalence,2.246642188,0.043652968,Jan,2246.642188
Prevalence,2.257824645,0.043744292,Jan,2257.824645
Prevalence,2.269060652,0.043835616,Jan,2269.060652
Prevalence,2.280350504,0.043926941,Jan,2280.350504
Prevalence,2.291694496,0.044018265,Jan,2291.694496
Prevalence,2.303092922,0.044109589,Jan,2303.092922
Prevalence,2.314546076,0.044200913,Jan,2314.546076
Prevalence,2.326054254,0.044292237,Jan,2326.054254
Prevalence,2.337617748,0.044383562,Jan,2337.617748
Prevalence,2.349236853,0.044474886,Jan,2349.236853
Prevalence,2.360911861,0.04456621,Jan,2360.911861
Prevalence,2.372643066,0.044657534,Jan,2372.643066
Prevalence,2.384430761,0.044748858,Jan,2384.430761
Prevalence,2.396275238,0.044840183,Jan,2396.275238
Prevalence,2.408176789,0.044931507,Jan,2408.176789
Prevalence,2.420135705,0.045022831,Jan,2420.135705
Prevalence,2.432152279,0.045114155,Jan,2432.152279
Prevalence,2.4442268,0.045205479,Jan,2444.2268
Prevalence,2.456359559,0.045296804,Jan,2456.359559
Prevalence,2.468550846,0.045388128,Jan,2468.550846
Prevalence,2.48080095,0.045479452,Jan,2480.80095
